file,frame_ms,W,num_bins,smooth_bins,median_width,gt_count,pred_count,matched,missing,extra,MAE_ms,RMSE_ms,balanced_frame_error,match_tolerance_ms,T_energy,T_centroid,fallback
studio_F1.wav,50.0,3.0,80,3,5,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.0003896377559541672,1129.2736389301185,False
studio_M1.wav,50.0,3.0,80,3,5,2,2,2,0,0,20.000000000000128,22.36067977499797,0.020833333333333332,150.0,0.00025213407467398157,1279.3599423313776,False
phone_F1.wav,50.0,5.0,40,1,1,2,4,2,0,2,10.000000000000009,14.142135623730963,0.07954545454545454,150.0,0.0029071137207356515,787.2911021098662,False
phone_M1.wav,50.0,5.0,40,1,1,2,4,2,0,2,34.99999999999989,35.355339059327285,0.11289120715350223,150.0,0.0002966244194831234,1433.4665465428163,False
studio_F1.wav,50.0,5.0,40,1,1,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.0003463468066566622,1307.7795391174902,False
studio_M1.wav,50.0,5.0,40,1,1,2,2,2,0,0,20.000000000000128,22.36067977499797,0.020833333333333332,150.0,0.00047064965848831386,1269.3320422179133,False
phone_F1.wav,50.0,5.0,40,1,3,2,4,2,0,2,10.000000000000009,14.142135623730963,0.06818181818181818,150.0,0.0029071137207356515,787.2911021098662,False
phone_M1.wav,50.0,5.0,40,1,3,2,4,2,0,2,19.999999999999936,22.36067977499778,0.09649776453055142,150.0,0.0002966244194831234,1433.4665465428163,False
studio_F1.wav,50.0,5.0,40,1,3,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.0003463468066566622,1307.7795391174902,False
studio_M1.wav,50.0,5.0,40,1,3,2,2,2,0,0,20.000000000000128,22.36067977499797,0.020833333333333332,150.0,0.00047064965848831386,1269.3320422179133,False
phone_F1.wav,50.0,5.0,40,1,5,2,4,1,1,3,20.000000000000018,20.000000000000018,0.13636363636363635,150.0,0.0029071137207356515,787.2911021098662,False
phone_M1.wav,50.0,5.0,40,1,5,2,4,2,0,2,19.999999999999936,22.36067977499778,0.088301043219076,150.0,0.0002966244194831234,1433.4665465428163,False
studio_F1.wav,50.0,5.0,40,1,5,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.0003463468066566622,1307.7795391174902,False
studio_M1.wav,50.0,5.0,40,1,5,2,2,2,0,0,20.000000000000128,22.36067977499797,0.020833333333333332,150.0,0.00047064965848831386,1269.3320422179133,False
phone_F1.wav,50.0,5.0,40,3,1,2,4,2,0,2,10.000000000000009,14.142135623730963,0.07954545454545454,150.0,0.00413543665476027,838.2565298452074,False
phone_M1.wav,50.0,5.0,40,3,1,2,4,2,0,2,30.0,31.622776601683785,0.10655737704918032,150.0,0.0005872191236703657,1452.3068630271919,False
studio_F1.wav,50.0,5.0,40,3,1,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.0006926744010367023,1202.7760684190364,False
studio_M1.wav,50.0,5.0,40,3,1,2,2,2,0,0,20.000000000000128,22.36067977499797,0.020833333333333332,150.0,0.0005378852227388777,1369.6110433525548,False
phone_F1.wav,50.0,5.0,40,3,3,2,4,2,0,2,10.000000000000009,14.142135623730963,0.06818181818181818,150.0,0.00413543665476027,838.2565298452074,False
phone_M1.wav,50.0,5.0,40,3,3,2,4,2,0,2,15.00000000000004,15.811388300841928,0.08196721311475409,150.0,0.0005872191236703657,1452.3068630271919,False
studio_F1.wav,50.0,5.0,40,3,3,2,2,2,0,0,15.000000000000014,21.213203435596444,0.017857142857142856,150.0,0.0006926744010367023,1202.7760684190364,False
studio_M1.wav,50.0,5.0,40,3,3,2,2,2,0,0,20.000000000000128,22.36067977499797,0.020833333333333332,150.0,0.0005378852227388777,1369.6110433525548,False
